type,temp,hum,depth_prev,depth,label
FLOOD,25.92,91.8,8.61,38.18,Extreme
FLOOD,27.4,94.19,5.18,9.11,Severe
FLOOD,25.6,88.04,36.99,41.69,Extreme
FLOOD,19.74,83.03,5.05,9.31,Severe
FLOOD,19.96,84.64,10.73,13.04,Severe
FLOOD,29.52,52.1,2.39,2.51,Normal
FLOOD,32.77,59.6,1.16,1.43,Normal
FLOOD,29.22,96.4,27.41,30.64,Extreme
FLOOD,27.44,73.32,5.68,6.74,Moderate
FLOOD,32.05,44.62,1.35,1.35,Normal
FLOOD,23.4,80.84,4.98,10.95,Severe
FLOOD,18.46,87.25,6.38,12.64,Severe
FLOOD,23.25,93.54,8.63,41.81,Extreme
FLOOD,25.33,92.2,20.08,29.72,Extreme
FLOOD,25.39,50.1,1.45,1.87,Normal
FLOOD,27.29,82.47,5.36,8.55,Severe
FLOOD,27.73,97.73,7.64,16.66,Extreme
FLOOD,27.75,77.43,6.79,7.96,Moderate
FLOOD,27.71,83.94,13.49,14.55,Severe
FLOOD,27.41,88.62,12.96,44.53,Extreme
FLOOD,31.74,41.15,1.42,1.81,Normal
FLOOD,25.18,49.21,1.97,1.87,Normal
FLOOD,17.8,70.57,2.76,6.23,Moderate
FLOOD,25.93,51.65,0.55,0.71,Normal
FLOOD,30.73,46.41,0.11,0.22,Normal
FLOOD,22.12,78.6,4.06,5.15,Moderate
FLOOD,19.42,85.09,5.75,13.49,Severe
FLOOD,21.68,94.68,5.45,10.24,Severe
FLOOD,25.84,82.5,7.83,11.82,Severe
FLOOD,19.92,89.86,3.48,10.19,Severe
FLOOD,18.94,94.9,3.62,11.63,Severe
FLOOD,27.91,82.83,10.74,14.6,Severe
FLOOD,16.0,74.48,5.66,6.43,Moderate
FLOOD,30.02,53.62,0.62,0.81,Normal
FLOOD,23.38,93.76,12.54,15.81,Extreme
FLOOD,27.64,76.61,0.1,5.08,Moderate
FLOOD,20.08,76.85,1.02,5.25,Moderate
FLOOD,21.41,80.54,6.78,8.86,Severe
FLOOD,28.26,60.12,2.61,2.77,Normal
FLOOD,32.26,46.17,1.78,1.78,Normal
FLOOD,20.25,85.24,35.36,40.64,Extreme
FLOOD,19.15,72.37,3.11,8.0,Moderate
FLOOD,27.91,63.29,1.0,1.4,Normal
FLOOD,26.89,88.38,6.04,13.65,Severe
FLOOD,27.95,51.66,0.19,0.12,Normal
FLOOD,26.28,92.11,13.33,22.09,Extreme
FLOOD,27.36,79.43,2.82,7.58,Moderate
FLOOD,28.37,65.62,2.47,2.47,Normal
FLOOD,26.59,93.23,17.26,26.29,Extreme
FLOOD,26.17,92.36,6.36,9.13,Severe
FLOOD,28.7,67.86,2.39,2.41,Normal
FLOOD,24.36,92.15,35.79,47.3,Extreme
FLOOD,24.6,92.25,3.12,11.97,Severe
FLOOD,25.84,76.94,4.53,5.35,Moderate
FLOOD,24.49,98.64,5.18,33.55,Extreme
FLOOD,19.97,86.06,6.25,12.01,Severe
FLOOD,30.27,53.83,1.52,1.45,Normal
FLOOD,27.4,73.85,1.46,5.8,Moderate
FLOOD,18.06,91.45,11.2,13.88,Severe
FLOOD,29.47,66.8,0.41,0.6,Normal
FLOOD,27.63,75.09,0.7,5.25,Moderate
FLOOD,22.34,91.7,11.04,12.95,Severe
FLOOD,26.38,90.68,14.35,21.69,Extreme
FLOOD,23.32,75.06,2.39,4.97,Moderate
FLOOD,27.06,63.31,2.37,2.69,Normal
FLOOD,19.39,76.66,1.08,7.82,Moderate
FLOOD,26.52,58.74,0.3,0.49,Normal
FLOOD,26.42,99.35,33.43,44.54,Extreme
FLOOD,24.56,99.5,14.19,27.5,Extreme
FLOOD,21.26,92.6,6.61,9.23,Severe
FLOOD,25.66,95.39,25.06,39.46,Extreme
FLOOD,25.42,65.09,0.4,0.38,Normal
FLOOD,20.28,88.71,23.89,48.57,Extreme
FLOOD,26.51,97.31,19.38,29.7,Extreme
FLOOD,29.31,74.96,2.22,3.83,Moderate
FLOOD,32.1,62.17,1.44,1.39,Normal
FLOOD,30.52,57.08,0.9,0.89,Normal
FLOOD,25.74,57.51,1.39,1.3,Normal
FLOOD,22.5,70.92,2.16,3.28,Moderate
FLOOD,28.52,77.59,2.98,6.23,Moderate
FLOOD,24.57,72.49,3.64,6.15,Moderate
FLOOD,22.62,92.98,9.7,12.15,Severe
FLOOD,26.63,90.62,4.7,12.58,Severe
FLOOD,26.04,88.44,5.44,14.75,Severe
FLOOD,19.53,94.84,3.38,8.32,Severe
FLOOD,28.54,76.73,0.77,5.05,Moderate
FLOOD,20.64,92.3,39.98,45.77,Extreme
FLOOD,22.07,87.34,6.4,30.55,Extreme
FLOOD,24.93,82.89,4.62,13.18,Severe
FLOOD,25.67,53.58,1.03,1.5,Normal
FLOOD,18.29,72.14,0.43,6.84,Moderate
FLOOD,22.52,88.25,17.49,21.74,Extreme
FLOOD,24.06,94.88,5.34,11.7,Severe
FLOOD,18.09,74.47,4.01,5.44,Moderate
FLOOD,26.5,96.3,8.07,16.45,Extreme
FLOOD,21.39,97.92,10.43,26.8,Extreme
FLOOD,28.84,96.43,19.81,22.29,Extreme
FLOOD,27.25,56.1,0.92,1.42,Normal
FLOOD,25.34,74.55,4.69,7.79,Moderate
FLOOD,22.88,77.87,0.84,3.11,Moderate
FLOOD,28.61,47.12,2.44,2.52,Normal
FLOOD,22.27,88.47,3.29,11.18,Severe
FLOOD,31.62,66.34,1.24,1.42,Normal
FLOOD,23.99,83.57,4.72,12.37,Severe
FLOOD,22.93,71.98,0.83,3.49,Moderate
FLOOD,20.42,88.08,3.02,8.26,Severe
FLOOD,27.22,87.29,14.8,17.87,Extreme
FLOOD,24.98,86.64,9.65,19.5,Extreme
FLOOD,22.89,94.42,8.35,9.94,Severe
FLOOD,19.71,79.33,0.8,4.16,Moderate
FLOOD,25.15,77.48,4.24,5.68,Moderate
FLOOD,27.38,94.56,30.86,42.56,Extreme
FLOOD,29.14,56.76,2.16,2.46,Normal
FLOOD,32.25,40.28,0.85,1.0,Normal
FLOOD,29.14,89.77,7.85,34.34,Extreme
FLOOD,20.2,79.62,2.24,6.24,Moderate
FLOOD,22.57,84.4,8.57,11.86,Severe
FLOOD,32.27,40.47,0.02,0.17,Normal
FLOOD,29.65,78.68,3.51,5.54,Moderate
FLOOD,28.78,71.73,2.55,6.61,Moderate
FLOOD,27.13,46.64,0.65,1.04,Normal
FLOOD,28.46,87.63,6.45,20.25,Extreme
FLOOD,25.25,92.87,16.65,49.79,Extreme
FLOOD,20.86,91.63,7.36,12.97,Severe
FLOOD,19.85,72.86,1.02,7.64,Moderate
FLOOD,21.36,72.64,4.4,5.68,Moderate
FLOOD,25.95,87.16,6.57,10.08,Severe
FLOOD,17.46,77.93,0.5,4.28,Moderate
FLOOD,25.36,46.97,0.14,0.36,Normal
FLOOD,22.98,84.14,6.06,13.71,Severe
FLOOD,23.5,94.01,4.84,9.5,Severe
FLOOD,19.32,72.93,2.16,4.75,Moderate
FLOOD,27.39,46.16,0.83,0.84,Normal
FLOOD,28.14,77.58,5.67,7.34,Moderate
FLOOD,22.45,85.35,5.49,39.08,Extreme
FLOOD,23.36,76.55,5.93,6.7,Moderate
FLOOD,27.52,49.22,2.66,2.65,Normal
FLOOD,20.46,92.31,3.93,8.63,Severe
FLOOD,30.25,65.21,0.2,0.23,Normal
FLOOD,16.72,73.32,0.3,3.45,Moderate
FLOOD,25.55,43.94,2.05,2.13,Normal
FLOOD,29.41,49.7,0.02,0.1,Normal
FLOOD,21.47,88.38,7.51,11.25,Severe
FLOOD,29.92,99.43,32.72,46.46,Extreme
FLOOD,29.03,56.58,1.07,1.24,Normal
FLOOD,21.03,81.15,13.45,14.72,Severe
FLOOD,27.6,62.72,0.44,0.55,Normal
FLOOD,27.34,73.63,0.29,7.12,Moderate
FLOOD,28.76,55.35,0.08,0.03,Normal
FLOOD,27.1,72.22,1.88,5.52,Moderate
FLOOD,29.67,92.94,28.55,44.78,Extreme
FLOOD,24.19,75.06,2.37,6.39,Moderate
FLOOD,19.54,85.69,3.29,10.21,Severe
FLOOD,29.27,96.33,18.4,21.67,Extreme
FLOOD,20.12,93.03,4.81,10.4,Severe
FLOOD,30.31,66.66,2.15,2.47,Normal
FLOOD,27.09,51.8,3.02,2.92,Normal
FLOOD,25.07,58.63,2.39,2.69,Normal
FLOOD,26.59,93.67,10.6,16.3,Extreme
FLOOD,28.89,86.21,13.63,25.81,Extreme
FLOOD,21.61,78.07,2.89,7.6,Moderate
FLOOD,24.74,85.58,4.62,12.64,Severe
FLOOD,26.03,91.99,4.29,12.36,Severe
FLOOD,15.94,71.91,2.5,7.04,Moderate
FLOOD,20.11,74.09,0.54,3.56,Moderate
FLOOD,27.69,92.51,8.38,13.85,Severe
FLOOD,28.0,90.74,9.79,12.5,Severe
FLOOD,25.88,76.65,3.31,6.76,Moderate
FLOOD,32.91,54.38,2.59,2.95,Normal
FLOOD,28.9,92.54,13.18,18.59,Extreme
FLOOD,19.63,84.15,8.36,10.85,Severe
FLOOD,25.99,90.15,10.5,24.64,Extreme
FLOOD,29.01,69.39,1.78,1.93,Normal
FLOOD,29.01,79.61,0.29,3.26,Moderate
FLOOD,18.91,70.36,1.43,4.8,Moderate
FLOOD,19.52,81.96,10.19,13.16,Severe
FLOOD,21.2,79.11,0.17,6.76,Moderate
FLOOD,32.46,56.99,2.5,2.81,Normal
FLOOD,27.03,84.73,3.65,14.37,Severe
FLOOD,29.58,45.67,2.54,2.94,Normal
FLOOD,24.99,90.96,14.05,41.59,Extreme
FLOOD,26.48,78.89,1.8,3.12,Moderate
FLOOD,25.97,79.99,0.49,7.3,Moderate
FLOOD,31.67,53.16,1.3,1.25,Normal
FLOOD,26.28,88.08,21.77,43.43,Extreme
FLOOD,22.22,81.17,4.54,14.01,Severe
FLOOD,25.62,88.25,12.54,40.47,Extreme
FLOOD,32.34,44.61,2.7,2.81,Normal
FLOOD,31.57,69.32,0.86,1.08,Normal
FLOOD,26.14,59.17,0.04,0.07,Normal
FLOOD,28.52,71.43,2.9,7.43,Moderate
FLOOD,21.67,88.89,27.21,34.6,Extreme
FLOOD,20.41,87.85,5.77,14.03,Severe
FLOOD,20.75,78.33,2.77,4.27,Moderate
FLOOD,27.36,72.11,0.39,3.57,Moderate
FLOOD,31.55,47.19,1.25,1.57,Normal
FLOOD,28.9,71.12,3.78,6.8,Moderate
FLOOD,26.15,72.36,2.36,7.93,Moderate
FLOOD,19.77,77.03,1.64,3.25,Moderate
FLOOD,27.28,92.01,15.42,40.95,Extreme
FLOOD,25.33,45.11,2.07,2.34,Normal
FLOOD,30.47,46.77,1.53,1.81,Normal
FLOOD,27.21,71.18,5.14,7.35,Moderate
FLOOD,22.37,85.1,32.92,40.85,Extreme
FLOOD,30.49,63.84,1.01,1.15,Normal
FLOOD,32.63,57.96,2.49,2.73,Normal
FLOOD,26.37,74.3,3.37,5.48,Moderate
FLOOD,23.68,82.63,8.56,9.85,Severe
FLOOD,20.68,92.72,4.66,12.08,Severe
FLOOD,21.13,92.51,13.1,26.6,Extreme
FLOOD,31.32,66.91,1.3,1.73,Normal
FLOOD,25.58,70.55,1.63,6.25,Moderate
FLOOD,19.32,80.19,4.03,8.61,Severe
FLOOD,32.03,67.66,1.87,1.95,Normal
FLOOD,26.52,49.54,1.86,2.19,Normal
FLOOD,22.42,91.85,11.1,12.43,Severe
FLOOD,21.38,96.56,25.65,38.78,Extreme
FLOOD,23.89,98.8,24.97,33.26,Extreme
FLOOD,31.83,50.63,1.15,1.27,Normal
FLOOD,25.56,89.33,7.04,9.06,Severe
FLOOD,25.57,90.84,6.01,10.4,Severe
FLOOD,21.28,88.13,20.63,40.7,Extreme
FLOOD,18.82,93.98,6.66,9.19,Severe
FLOOD,32.93,61.4,1.35,1.69,Normal
FLOOD,25.62,82.21,4.95,12.65,Severe
FLOOD,17.17,76.73,1.27,4.19,Moderate
FLOOD,22.42,71.66,0.32,3.42,Moderate
FLOOD,21.02,73.07,2.06,7.7,Moderate
FLOOD,26.89,93.26,8.67,10.1,Severe
FLOOD,22.66,93.54,15.55,24.28,Extreme
FLOOD,26.69,63.62,0.01,0.17,Normal
FLOOD,29.29,71.49,0.1,3.32,Moderate
FLOOD,23.24,99.99,6.97,23.65,Extreme
FLOOD,21.24,93.99,9.67,12.16,Severe
FLOOD,25.2,88.89,5.48,14.15,Severe
FLOOD,22.97,97.13,23.25,32.51,Extreme
FLOOD,22.97,92.96,9.15,10.32,Severe
FLOOD,26.47,87.45,32.71,45.53,Extreme
FLOOD,21.36,71.88,3.71,7.89,Moderate
FLOOD,29.29,50.44,1.74,1.77,Normal
FLOOD,29.14,54.49,0.06,0.5,Normal
FLOOD,15.38,78.23,1.61,4.7,Moderate
FLOOD,28.37,98.71,32.42,45.7,Extreme
FLOOD,26.47,98.8,36.84,42.62,Extreme
FLOOD,29.61,43.46,2.62,2.76,Normal
FLOOD,21.71,94.21,10.29,22.66,Extreme
FLOOD,25.91,76.17,1.51,7.09,Moderate
FLOOD,22.41,85.86,12.06,22.32,Extreme
FLOOD,27.65,97.21,8.13,18.67,Extreme
FLOOD,29.49,95.49,7.36,15.68,Extreme
FLOOD,24.46,89.34,12.16,40.98,Extreme
FLOOD,20.13,86.85,4.55,10.5,Severe
FLOOD,18.68,70.97,3.05,7.62,Moderate
FLOOD,32.29,61.16,1.88,2.16,Normal
FLOOD,28.09,73.77,2.0,4.54,Moderate
FLOOD,28.73,94.22,11.76,18.86,Extreme
FLOOD,26.51,78.69,2.69,4.45,Moderate
FLOOD,26.29,90.19,8.62,10.28,Severe
FLOOD,29.14,61.22,0.18,0.14,Normal
FLOOD,18.01,85.91,3.64,8.49,Severe
FLOOD,25.69,68.0,0.42,0.41,Normal
FLOOD,32.7,57.33,0.5,0.88,Normal
FLOOD,18.21,71.56,0.21,4.78,Moderate
FLOOD,28.61,72.9,0.95,5.35,Moderate
FLOOD,26.28,84.36,5.42,14.95,Severe
FLOOD,25.78,91.89,9.59,15.9,Extreme
FLOOD,20.6,71.77,5.07,6.77,Moderate
FLOOD,22.06,87.34,6.8,11.85,Severe
FLOOD,26.56,91.04,15.72,41.43,Extreme
FLOOD,27.81,99.04,13.89,29.84,Extreme
FLOOD,28.21,62.51,1.85,1.78,Normal
FLOOD,28.33,58.84,1.2,1.67,Normal
FLOOD,21.04,94.71,5.41,15.49,Extreme
FLOOD,29.55,49.87,0.38,0.3,Normal
FLOOD,26.66,93.66,8.16,12.25,Severe
FLOOD,27.12,50.32,0.38,0.56,Normal
FLOOD,26.92,72.2,0.24,4.46,Moderate
FLOOD,32.15,43.69,2.08,2.31,Normal
FLOOD,23.39,71.16,4.46,5.44,Moderate
FLOOD,27.36,45.63,0.86,0.98,Normal
FLOOD,23.19,85.22,11.83,14.83,Severe
FLOOD,27.6,88.69,10.68,12.89,Severe
FLOOD,20.79,99.31,28.64,31.13,Extreme
FLOOD,26.78,75.82,5.47,7.36,Moderate
FLOOD,26.6,68.52,0.88,1.34,Normal
FLOOD,16.82,72.12,3.13,7.12,Moderate
FLOOD,22.37,76.34,0.89,6.68,Moderate
FLOOD,22.36,90.82,9.62,14.07,Severe
FLOOD,18.51,75.96,3.86,5.24,Moderate
FLOOD,17.1,78.41,0.24,3.03,Moderate
FLOOD,22.38,73.31,6.92,7.84,Moderate
FLOOD,26.54,89.45,16.92,19.35,Extreme
FLOOD,29.76,92.46,10.97,32.63,Extreme
FLOOD,15.75,74.29,1.23,7.7,Moderate
FLOOD,26.14,79.45,0.16,6.23,Moderate
FLOOD,24.72,90.09,10.85,36.97,Extreme
FLOOD,16.65,74.62,3.37,6.69,Moderate
FLOOD,29.56,89.03,19.14,32.72,Extreme
FLOOD,29.02,71.38,0.96,3.07,Moderate
FLOOD,20.78,88.52,3.71,9.19,Severe
FLOOD,28.28,78.83,2.8,3.35,Moderate
FLOOD,22.2,90.76,3.21,9.17,Severe
FLOOD,32.76,57.65,1.9,2.3,Normal
FLOOD,24.41,99.77,27.18,44.92,Extreme
FLOOD,19.04,85.23,4.13,9.12,Severe
FLOOD,28.26,98.75,11.5,28.62,Extreme
FLOOD,18.1,70.89,2.46,3.59,Moderate
FLOOD,21.39,92.1,7.01,42.85,Extreme
FLOOD,32.94,61.89,0.01,0.27,Normal
FLOOD,22.65,80.28,8.77,14.24,Severe
FLOOD,26.08,63.74,2.19,2.46,Normal
FLOOD,21.1,98.02,17.92,29.36,Extreme
FLOOD,25.93,48.88,0.09,0.5,Normal
FLOOD,20.27,74.59,0.45,6.63,Moderate
FLOOD,28.07,58.82,0.14,0.59,Normal
FLOOD,26.13,90.06,8.8,11.98,Severe
FLOOD,27.37,90.9,5.16,30.02,Extreme
FLOOD,17.32,74.27,0.14,3.82,Moderate
FLOOD,21.24,77.78,5.11,6.6,Moderate
FLOOD,15.95,78.01,3.72,6.08,Moderate
FLOOD,20.35,76.48,2.21,5.77,Moderate
FLOOD,29.33,64.41,0.36,0.74,Normal
FLOOD,23.08,93.67,9.68,34.69,Extreme
FLOOD,18.27,90.61,11.42,12.72,Severe
FLOOD,18.99,74.25,5.79,6.85,Moderate
FLOOD,15.9,70.81,2.12,5.96,Moderate
FLOOD,26.42,48.94,0.17,0.11,Normal
FLOOD,32.04,48.17,2.37,2.8,Normal
FLOOD,26.95,75.14,1.02,4.51,Moderate
FLOOD,24.8,87.48,3.75,10.89,Severe
FLOOD,27.46,40.65,0.06,0.07,Normal
FLOOD,26.75,50.62,2.81,2.79,Normal
FLOOD,27.37,49.05,1.57,2.02,Normal
FLOOD,23.81,85.26,22.31,27.55,Extreme
FLOOD,26.37,55.06,0.17,0.15,Normal
FLOOD,22.7,88.33,4.46,9.97,Severe
FLOOD,17.16,76.63,6.54,7.54,Moderate
FLOOD,20.7,91.39,19.95,29.1,Extreme
FLOOD,25.67,68.45,2.88,2.98,Normal
FLOOD,23.47,90.22,9.37,11.15,Severe
FLOOD,19.03,89.63,6.67,10.32,Severe
FLOOD,32.8,49.03,1.68,1.68,Normal
FLOOD,29.79,48.04,0.77,0.7,Normal
FLOOD,29.99,64.65,0.53,0.7,Normal
FLOOD,25.38,97.23,17.5,27.98,Extreme
FLOOD,25.47,91.29,14.16,38.8,Extreme
FLOOD,23.65,98.2,32.65,44.45,Extreme
FLOOD,20.21,81.67,4.12,10.16,Severe
FLOOD,27.98,40.13,2.54,2.46,Normal
FLOOD,24.59,90.34,3.76,8.92,Severe
FLOOD,25.31,54.82,1.34,1.43,Normal
FLOOD,18.07,76.07,0.68,4.62,Moderate
FLOOD,25.61,72.3,3.22,3.73,Moderate
FLOOD,28.75,91.94,11.65,23.94,Extreme
FLOOD,26.07,63.55,1.23,1.35,Normal
FLOOD,28.89,79.85,1.66,7.84,Moderate
FLOOD,16.55,74.33,1.6,3.2,Moderate
FLOOD,30.51,48.33,1.79,1.9,Normal
FLOOD,24.83,92.78,4.64,8.11,Severe
FLOOD,28.83,76.7,4.51,7.98,Moderate
FLOOD,18.08,94.03,10.59,13.14,Severe
FLOOD,21.74,81.44,3.56,13.7,Severe
FLOOD,26.29,86.27,9.09,18.76,Extreme
FLOOD,28.51,42.15,1.46,1.82,Normal
FLOOD,27.91,69.65,0.63,0.65,Normal
FLOOD,26.84,62.38,0.02,0.49,Normal
FLOOD,22.17,84.36,4.67,10.61,Severe
FLOOD,27.36,49.49,0.11,0.52,Normal
FLOOD,21.93,87.45,3.85,11.36,Severe
FLOOD,27.39,99.86,12.23,28.43,Extreme
FLOOD,23.74,86.22,16.86,47.83,Extreme
FLOOD,22.53,89.02,8.81,20.36,Extreme
FLOOD,18.87,87.31,9.87,13.98,Severe
FLOOD,18.26,83.5,3.46,9.43,Severe
FLOOD,18.52,81.09,10.37,14.73,Severe
FLOOD,28.79,50.08,0.74,0.69,Normal
FLOOD,22.07,88.27,10.15,46.06,Extreme
FLOOD,15.48,78.9,1.14,3.1,Moderate
FLOOD,21.9,73.54,2.55,5.83,Moderate
FLOOD,32.25,68.64,0.08,0.44,Normal
FLOOD,26.89,49.95,2.22,2.32,Normal
FLOOD,25.76,75.56,6.31,7.13,Moderate
FLOOD,18.0,76.36,1.12,4.75,Moderate
FLOOD,19.9,80.95,4.87,8.26,Severe
FLOOD,32.1,43.78,1.71,2.11,Normal
FLOOD,30.0,97.9,23.64,25.7,Extreme
FLOOD,20.76,88.12,4.47,14.54,Severe
FLOOD,22.83,88.66,3.85,14.2,Severe
FLOOD,25.92,50.48,2.27,2.27,Normal
FLOOD,25.88,67.6,2.54,2.97,Normal
FLOOD,26.94,89.13,13.78,20.03,Extreme
FLOOD,23.22,85.79,23.42,37.12,Extreme
FLOOD,27.43,77.1,6.91,7.79,Moderate
FLOOD,30.69,62.87,1.68,1.59,Normal
FLOOD,16.88,70.07,2.13,7.26,Moderate
FLOOD,22.47,76.4,4.5,7.38,Moderate
FLOOD,29.96,70.62,2.34,6.5,Moderate
FLOOD,15.29,70.04,3.65,6.03,Moderate
FLOOD,26.76,97.68,42.82,47.31,Extreme
FLOOD,31.56,55.06,1.64,1.59,Normal
FLOOD,28.97,97.22,11.11,15.13,Extreme
FLOOD,30.26,57.44,0.23,0.26,Normal
FLOOD,25.66,89.07,13.19,38.54,Extreme
FLOOD,27.84,89.6,7.43,26.28,Extreme
FLOOD,32.49,62.42,0.08,0.03,Normal
FLOOD,29.9,89.4,29.16,40.84,Extreme
FLOOD,16.86,70.94,0.67,5.65,Moderate
FLOOD,20.94,71.1,5.18,7.87,Moderate
FLOOD,25.43,54.53,2.65,2.75,Normal
FLOOD,27.7,69.1,0.13,0.39,Normal
FLOOD,27.41,70.25,2.77,3.48,Moderate
FLOOD,32.52,66.91,0.75,0.66,Normal
FLOOD,23.13,91.22,4.0,12.41,Severe
FLOOD,23.61,91.91,6.38,13.64,Severe
FLOOD,25.8,96.6,14.88,35.23,Extreme
FLOOD,27.98,81.82,12.32,14.0,Severe
FLOOD,19.15,77.5,1.48,6.11,Moderate
FLOOD,27.17,82.71,10.18,14.68,Severe
FLOOD,25.03,65.86,2.53,2.46,Normal
FLOOD,26.24,80.96,5.82,9.65,Severe
FLOOD,22.41,86.01,11.94,30.48,Extreme
FLOOD,23.59,83.54,5.7,12.24,Severe
FLOOD,26.54,54.44,0.08,0.43,Normal
FLOOD,27.52,99.35,21.49,37.7,Extreme
FLOOD,23.39,92.9,24.44,31.38,Extreme
FLOOD,21.89,96.14,14.07,19.51,Extreme
FLOOD,31.02,43.39,0.3,0.76,Normal
FLOOD,19.33,82.45,12.3,13.42,Severe
FLOOD,21.78,77.76,6.14,6.92,Moderate
FLOOD,27.53,93.18,28.4,39.78,Extreme
FLOOD,23.76,78.82,0.84,6.2,Moderate
FLOOD,20.43,85.57,4.91,8.17,Severe
FLOOD,25.49,90.97,11.77,14.84,Severe
FLOOD,26.85,74.76,2.93,6.44,Moderate
FLOOD,23.73,90.11,15.61,23.11,Extreme
FLOOD,23.1,83.61,8.55,13.58,Severe
FLOOD,24.86,72.23,3.65,5.11,Moderate
FLOOD,26.16,71.7,3.44,5.41,Moderate
FLOOD,18.16,74.2,5.53,6.47,Moderate
FLOOD,28.09,44.33,2.16,2.65,Normal
FLOOD,27.94,62.62,0.21,0.34,Normal
FLOOD,22.59,88.72,4.69,13.04,Severe
FLOOD,25.71,82.25,4.89,8.6,Severe
FLOOD,23.69,82.09,7.75,13.15,Severe
FLOOD,17.29,70.84,6.7,7.98,Moderate
FLOOD,23.34,98.95,37.04,42.37,Extreme
FLOOD,16.37,78.73,3.85,5.58,Moderate
FLOOD,24.09,83.23,4.18,9.49,Severe
FLOOD,19.91,81.77,9.61,12.2,Severe
FLOOD,27.58,88.09,7.89,10.95,Severe
FLOOD,28.03,88.09,11.32,22.19,Extreme
FLOOD,29.73,65.91,2.46,2.48,Normal
FLOOD,20.28,99.59,19.32,36.96,Extreme
FLOOD,27.08,85.55,13.5,43.27,Extreme
FLOOD,28.82,75.56,5.72,7.81,Moderate
FLOOD,27.72,80.42,3.15,8.0,Severe
FLOOD,17.76,77.61,0.19,4.77,Moderate
FLOOD,16.23,75.13,1.82,3.28,Moderate
FLOOD,19.64,74.98,0.17,3.77,Moderate
FLOOD,24.66,85.87,9.22,43.95,Extreme
FLOOD,21.51,76.6,2.28,7.12,Moderate
FLOOD,28.48,70.51,3.26,5.13,Moderate
FLOOD,21.74,85.69,7.7,14.21,Severe
FLOOD,29.88,77.52,4.56,7.97,Moderate
FLOOD,18.77,86.7,9.51,13.27,Severe
FLOOD,24.24,94.56,12.77,24.96,Extreme
FLOOD,26.03,77.94,4.62,5.68,Moderate
FLOOD,25.92,76.94,1.64,3.87,Moderate
FLOOD,19.07,93.71,5.3,10.94,Severe
FLOOD,26.11,61.09,0.48,0.62,Normal
FLOOD,16.69,75.49,4.5,5.92,Moderate
FLOOD,30.29,62.68,2.3,2.25,Normal
FLOOD,21.8,86.9,4.44,8.92,Severe
FLOOD,25.36,85.5,3.77,8.78,Severe
FLOOD,22.43,89.0,17.62,31.23,Extreme
FLOOD,25.7,99.99,17.6,28.23,Extreme
FLOOD,21.48,99.1,35.13,46.44,Extreme
FLOOD,18.96,81.22,3.82,9.07,Severe
FLOOD,26.64,89.12,10.8,14.93,Severe
FLOOD,22.28,90.21,8.21,20.96,Extreme
FLOOD,27.18,97.11,33.76,36.05,Extreme
FLOOD,20.9,94.37,7.06,29.43,Extreme
FLOOD,27.71,51.28,0.52,0.54,Normal
FLOOD,16.34,76.04,6.84,7.54,Moderate
FLOOD,30.96,40.54,2.34,2.74,Normal
FLOOD,19.59,92.84,5.75,10.85,Severe
FLOOD,32.22,45.65,2.63,2.75,Normal
FLOOD,31.43,62.25,0.22,0.44,Normal
FLOOD,24.31,86.02,13.71,33.23,Extreme
FLOOD,22.64,74.44,2.33,4.87,Moderate
FLOOD,30.6,49.28,1.78,1.85,Normal
FLOOD,15.68,75.49,3.08,7.58,Moderate
FLOOD,29.08,57.01,2.39,2.86,Normal
FLOOD,22.42,97.81,24.36,48.07,Extreme
FLOOD,29.77,59.12,1.24,1.59,Normal
FLOOD,26.06,43.98,0.8,0.99,Normal
FLOOD,22.31,75.39,3.03,6.65,Moderate
FLOOD,25.27,91.49,27.48,41.49,Extreme
FLOOD,18.86,93.25,4.92,12.37,Severe
FLOOD,32.64,63.06,0.09,0.48,Normal
FLOOD,22.48,74.79,2.36,3.5,Moderate
FLOOD,23.52,78.58,1.72,6.51,Moderate
FLOOD,24.97,90.09,7.29,10.89,Severe
FLOOD,22.79,91.44,13.06,27.75,Extreme
FLOOD,25.09,70.33,4.08,7.04,Moderate
FLOOD,23.68,93.06,37.27,44.55,Extreme
FLOOD,23.52,83.2,8.25,12.3,Severe
FLOOD,28.26,59.88,2.39,2.54,Normal
FLOOD,25.16,62.93,1.41,1.62,Normal
FLOOD,23.87,80.9,9.96,13.2,Severe
FLOOD,19.44,89.0,4.59,8.23,Severe
FLOOD,23.49,90.93,4.86,14.91,Severe
FLOOD,22.57,91.8,6.93,8.09,Severe
FLOOD,19.59,93.52,5.16,9.9,Severe
FLOOD,22.59,77.74,2.09,4.85,Moderate
FLOOD,23.11,87.49,3.7,14.56,Severe
FLOOD,18.31,90.55,9.59,14.11,Severe
FLOOD,26.88,46.37,1.6,1.87,Normal
FLOOD,22.98,94.08,8.39,20.32,Extreme
FLOOD,20.78,73.41,6.47,7.01,Moderate
FLOOD,26.92,94.39,7.71,12.53,Severe
FLOOD,27.59,93.96,8.19,25.33,Extreme
FLOOD,26.0,52.35,1.35,1.38,Normal
FLOOD,18.48,90.0,8.16,14.09,Severe
FLOOD,25.28,58.11,1.03,0.93,Normal
FLOOD,20.85,96.29,17.85,31.89,Extreme
FLOOD,29.28,55.62,1.24,1.4,Normal
